text	label
因为我把那一天擦了一个很漂亮的那种妆感很美的粉底。	0
我脸完全皲裂了。	0
完全没有那种化学香料味，涂起来很滑顺，然后它是雾面的，很写。	0
这个雷物呢，是一个专柜产品，我曾经非常的爱它。	1
可是后来呢，由爱生恨。	0
没错，我之前非常的爱它，我真的。	1
因为它的味道太疗愈，而且它的包装又很美。	1
它让我长了很多的粉刺跟痘痘。	0
我觉得根本不够的，所以我觉得它作为补水精华。	0
所以我这一款不是很推荐大家用，特别是在冬天嘛，而且我现在。	0
已经开始开空调，或者是在北方的妹子，已经有了地暖，那就更加干燥了，反正在冬天我觉得它是一个非常非常鸡肋的东西，而且。	0
还有这么很容易脏。	0
滑一点那种效果还是有的，但是。	0
一点点轻微的效果的情况下，它还要经常跟粉底打架，就像我今天用的也是这一款primer，发现。	0
不太会要，然后又不太会用它了，因为这款真的是。	0
没有什么卵用，还要。	0
其实那都是我珍藏的宝贝，好吗？今天就跟大家来分享一下我的这两个空瓶。	0
然后我没有很推荐，因为它洗完是挺。	0
非常非常的好，good	1
但是就是用的实在是太快了，我觉得我这瓶好像也就用了半个月就用光了吧，不过好在它还很便宜。	1
美宝莲的那个就是用的太快了，然后这个就用的太慢了。	1
但是它其实很好用，就卸得非常的干净，你看。	1
实在是太好用了，它乳化速度也是非常的快，卸完妆以后就是不会有那种残留的感觉，然后也不会有很油腻的感觉，之前我用那个旁氏的那个就是觉得。	1
太油了，就是感觉就跟猪油抹在脸上一样。	0
倩碧的还是蛮好用的。	1
清淡的薄荷一样的感觉，接下来呢是这个BBW的身体乳，我之前还有。	0
反正我用下来这个就觉得味道很好闻，然后它们家就属于。	1
清爽。	1
我这个形容也是绝了，就是大概就是中上的厚度，然后用下来感觉还很。	1
对味道的承受能力没那么强的话，其实我不太推荐，因为真的很香很香的，可是我非常喜欢很想很想的人的。	1
欢了，就是，这个是我去年夏天的爱，真的，爱到不行。	1
这个真的是太好用了。	1
味道也是非常非常好闻的味道。	1
但它价格好像不是很便宜，但是真的太好用，它既是一个精华又是一个乳液。	1
属于不出门的话是ok的，出门的话还是要涂防晒的，这个我非常非常的推荐，真的太好了，如果有机会的话，我。	1
推荐。	1
真的是喜欢，然后它里面是带一点点珠光的。	1
我很喜欢在冬天用它，其实我之前。	1
擦掉你脸上的东西，第二天早上起来脸巨嫩，就像剥了壳的鸡蛋一样，就我还很推荐的。	1
一个比较油润的睡眠面膜的话，那你就可以选它啦，眼部精华这个很喜欢，然后现在我在用它们家的那个。	1
还挺好用的。	1
一般般，真心一般般，不推荐大家，然后现在，你们懂的。	1
不多说了，反正就真的一般般。	1
不推荐啦，味道还没有。	1
我很喜欢这个，这个是那个symbo的。	1
你洗完以后身上就会觉得滑滑的，就没有那么干，当然你还是要上身体乳。	1
就是我觉得它们家味道都怪怪的，没有什么特别特别好闻的味道，就是用久了你会觉得好闻。	0
以后会好的，就是用久了我觉得会很好闻，但是你刚买到的时候你就觉得，唉，什么鬼。	0
我用下来觉得很干，真的干炸了，就是。	0
我不推荐大家，我觉得没有必要，但是我男朋友就觉得特别好用啊。	1
男生可能都会比较喜欢清洁力很强。	0
就是，不过是法国牌子啊，然后我觉得还ok的，就是肯定没有那么滋润嘛，夏天用还是不错的。	0
漱口水，然后漱口水的话，这个是coach的，然后我觉得还挺不错，因为它这个漱个什么。	0
青柠味的，我觉得很喜欢，很喜欢，然后一个是吕的护发素，我觉得一般般啦，不好用，就真的不好用，然后是。	0
这个睫毛膏真的超级好用。	1
对于我来说超级好用。	1
首先它可以把睫毛刷的很翘。	1
然后刷的很长，必须它得做到这两点才能说是一款好的睫毛膏对不对。	1
虽然说它也有缺点吧，就是它一次带出来的睫毛膏的膏体太多了。	0
我强烈安利大家去买。	1
真的非常好用，我在无限的回购它，用它在我脸上大概是。	1
那种新生的痘印就可以淡的差不多，看不到了，虽然说痘印完全褪掉需要更长的时间，但它真的加快了痘印的去除，这款精华我用了应该有一年多了。	1
非常值得购入的产品，它比那个网红款的。	1
好用太多了，如果大家有需求的话一定要去买它，接下来是一个。	1
它的产品真的非常非常好用。	1
它的保湿力非常非常够。	1
起皮啊结块的现象，用了它之后基本上就不用担心有这样的状况出现。	1
也不会有那样的情况出现，而且我觉得除了保湿之外，它还可以提高底妆的那个。	1
不会出现那种脱妆的情况，这瓶我推荐给。	1
一点都不卡纹，这个的质地非常像液体，就是没有那种膏的那种感觉，可是同时它的遮瑕力又很不错，我的痘印都可以用它来遮掉，就是刷刷两下就已经遮掉了，然后它在我的眼下。	1
完全不会什么脱妆啊之类的。	1
18刀还是十几刀一只，就很便宜嘛，但它只是这种专柜遮瑕的三分之二之类的。	1
我很喜欢。	1
可是这不影响我爱它。	1
它真的非常好用，这个眼影给我的感觉是我一画上去它自己就晕染好了。	1
非常值得，买这盘真的是不吃亏不上当，就是，你用这盘基本上就是告别了疯狂晕染这个事情，它这个五色盘还有一个。	1
想把这些好东西推荐给大家。	1
马寇那款我也用过，用完之后呢，还是会有一些油，就是油润的感觉，这款就不会，就感觉很清爽。	1
也很干净，总之是一款很优秀的卸妆，真的很推荐大家去买来试一试。	1
唯一的缺点就是保质期太短了，打开之后呢。	0
真的很推荐这两款。	1
而且最关键的是它很便宜。	1
差不多人民币六七十左右吧，很棒，推荐大家试一试。	1
或者是有一天，我要有重要场合需要化妆呢，我前一天也会用它，皮肤状态会好很多。	1
值得大家去买。	1
很软糯的那种感觉，是主打皮肤去黄。	1
很嫩，很滑，真的真的，超级推荐这个九蔻面膜。	1
细致毛孔的效果我是没有看到，感觉它没有蓝色的好用。	1
也不粘腻，也很好吸收，用过之后真的很像皮肤那种喝饱了水的感觉。	1
如果你想选一个比较单一的，就死只补水的一个面膜，真的很推荐。	1
我用空了六瓶，真的是太好用了。	1
也有去痘印的功效，吸收非常非常好。	1
涂了之后也不干，超级超级推荐这个精华。	1
只要它不停产，我真的是会一直一直用下去。	1
修复功能很强大。	1
乳霜质地的中等厚度，但是很好吸收，没有粘腻的感觉。	1
你状态很好。	1
第一次接触这个feroga的这个产品，确实是没有让我失望，所以下一次要用一下它家其他的产品。	1
我从16年接触到这个精华之后呢，就没有停过。	1
家里的空瓶无数，超级好用，像水一样的质地。	1
非常好吸收。	1
我推荐她用这个feroga的精华之后呢，这个说非常好用。	1
总之就是超级推荐这个。	1
超级好用，它也是和那个奥尔之心的那个精华一样，只要它不停产，我会一直用下去。	1
它并没有让我失望。	1
挺好用的。	1
很大一罐，就是，而且价格也不算贵。	1
用完了之后感觉超级安心，它也有修复的效果，就是总之呢。	1
是一个非常优秀的面霜。	1
我觉得根本没有网上说的那么神奇。	0
它让我的皮肤呢有了一个质的飞跃，我一般呢是用第二档。	1
嗯，隔一天用一次，第二天起来呢，皮肤好到爆炸，滑到爆炸，用了一个多月了，脸上呢就是。	1
包括痘坑啊，都有一个很好的改善，也很少长痘了。	1
每个空瓶几乎都有它的身影，因为它价格非常便宜，而且也非常好用，当然自己个人觉得我用多了之后发现。	1
但是卸的还是干净的，硬挑一个缺点的话就是有一点点起泡沫。	0
那我用它其实也还是蛮喜欢的，而且秋冬来用的话我觉得是非常好用的。	1
特别不喜欢。	0
用到过最喜欢最喜欢的防晒了，没有之一。	1
不是特别的喜欢，那唯一是这个，对它有强烈的喜爱，就觉得它真的是完美。	0
非常水润的一个质地，不是开玩笑的水润，它真的是水润，一点都不油腻，完全没有擦防晒那种负担感，擦完之后完全没有。	0
在防晒里来说也是非常大容量的一个防晒，真的超级推荐，我真的很少这么强烈的推荐一个东西，特别是防晒。	1
它有一点点酒精的味道，非常轻微，而且这个味道我觉得还挺好闻的。	1
然后再说一下契尔氏这个淡斑的精华，我之前时候特别不喜欢它。	0
SK2的这个要好。	1
性价比也极其的高。	1
再跟大家讲一个卸妆，这就是理肤泉的那个眼唇卸妆液，特别好用，非常好用，就是所有好用的形象，就是卸妆液该有的优点都有，就是大家有机会就是。	1
但是就是觉得并不是我的菜。	0
但是它出来之后里面那个磨砂颗粒是会没掉的，这个我也不会回购了。	0
这个vc的精华让我满失望的，因为有可能是我对它期望。	1
期望挺高，因为它是9月推荐的一个。	1
我觉得小蓝瓶比这个要好用特别特别多，这个还特别不好买，我问了特别久才有货。	0
这个盖子，这个压头特别的不好压，老是卡在那，然后里面的管子已经掉了。	0
娇韵诗家的东西有一个缺点就是他们家东西香味真的太重了，这种香味。	0
特别好用。	1
所以我觉得还是蛮推荐的。	1
皮肤非常的光滑，是一个很稳定的状态，这也是我推荐过特别多次。	1
觉得它没有说多神奇，但我还是非常喜欢，非常推荐，就是。	1
真是受不了它的那个味道，然后就是。	0
真的觉得它非常非常的好用。	1
其实它的好评反馈非常的好，百分之九十几的。	1
都会说好用，然后都会回购的，极少数极少数的人可能。	1
它的滋润度是非常高的那种，然后很浓稠，吸收度并不是。	1
那我把它当做一个水后的一个精华，一个轻微抗衰老啊保湿精华类的精华来用，我觉得还是非常非常喜欢。	1
年前出不出来了，非常的悲伤，对。	0
那我个人还是挺喜欢这个的。	1
没什么太大的感受。	0
这两个品牌的眉笔我都觉得是非常好用，然后价格非常便宜的眉笔。	1
一直在吐槽。	0
哎，我也用过，个人觉得并不是特别的好用，会让你的皮肤特别的干，然后并没有去痘痘或者去闭口的这个效果。	0
那么理肤泉有两个乳，一个是K乳，还有一个叫DUO的那个，那两个我都用过，所以我个人是不怎么喜欢这两个乳。	0
因为它没有功效呀。	0
它没有去痘痘的功效啊，可能是我自己性子太急，我真的等不了任何这种。	0
痘痘胶，是个垃圾，真的是。	0
但是它这个面霜其实我觉得挺好用的，保湿力度的话。	1
够了，日本代购那里买的水，我觉得一点都不好用，反正。	0
很难用一个东西觉得它难用的人，反正这个东西就是不好用。	0
四五个睫毛膏，其他的四五个睫毛膏我都特别的不喜欢。	0
都是会晕的一塌糊涂。	0
然后最后一个就是这个雅诗兰黛的眼精华，这个眼精华我非常喜欢的一个点就它的包装是这样子，鸭嘴的设计，那么它的使用感来讲是不错的，就是。	1
我都是可以接受，在眼精华上面我都是可以接受，因为毕竟可以用非常非常久。	1
丢丢忘记它的使用感，但是我当时用的时候就是挺喜欢。	1
非常的温和。	1
包装很好看对不对，包材也很好，市面上的国货面膜非常多，琳琅满目的，一块2块3块四块的都有，这个面膜的价格差不多是。	1
看到没有？非常柔软，非常服帖，而且最重要的一点，它对我来说够大，很多面膜，小小的，我。	0
唉，这个灯又没电了，也没有什么很刺激的味道，也不会辣眼睛，所以对我来讲它的使用感很好，第二我们看配方。	1
石延春是一个有效防止皮肤粗糙，补水，舒缓的一个成分，排名第二。	1
然后觉得有点刺激，这个都不会啊，那像我说的这个面膜使用感很好，配方又很好。	1
价格又不贵。	1
滋润，能够解决一些由于干燥带来的皮肤问题，对不对。	1
哑光珠光都有，然后可以画出来一个比较自然的眼妆，很常用很实用，对不对？但是我今天想推荐的是这个。	1
不错的。	1
然后也很便宜。	1
嗯，还是比较好用的，就是大部分情况下呢，它都是能够。	1
不太方便的地方就是我每次，比如说我现在这样子。	1
额，就显得有点麻烦，如果它能像指纹识别那样。	1
非常非常兴奋嘛，然后我就赶紧去玩了几盘，然后我就觉得使用感真的非常非常的好，就是。	1
超级兴奋的，刚拿到这个手机的时候啊，就是玩王者荣耀是。	1
比以前iPhone4s和iPhone4好看。	1
之前我有看到网上有很多不好用。	0
这是我的iPhone4s却也发现有卡的地方。	0
我喜欢四位数。	1
所以这个就是我很不喜欢的。	0
缺点就是它可能会延迟一秒，半秒钟，一秒到半秒钟左右。	0
帮助你的生活有一些智能的变化。	1
蛮吃惊的，蛮不错的一个产品。	1
不错。	1
因为它真的解决了我很多事。	1
都是我非常喜欢的，所以我是。	1
对苹果产品就非常的喜爱和热爱，基本上每年苹果的。	1
即便是带home键的机器上也会加入这个功能，现在还没有，如果有的话那就太棒了，第二个我喜欢的。	1
屏幕的时候呢，也会非常的漂亮，非常的，就是。	1
生动。	1
这个屏幕就整体看起来这个视觉，我觉得是非常非常好的，之后就是这个机器的速度，因为它是。	1
它的速度就没得说，基本上不会出现任何的卡顿的情况。	1
嗯，我就是想用更大块的屏幕，我对这个事的一个感受就是，我喜欢全面屏，我喜欢更。	1
有素质的东西更好点，对他的续航能力也不行。	0
对这款手机事满意的，第一，这个是iPhone十周年的一个拿出的一个作品。	1
而且它依然我觉得是这个星球上可能是做的最好的。	1
三星售后难走。	0
比如说中国移动。	0
这机器是我，我们啊也没有抢到，我们这个天然脸黑的属性是永远抢不到的，这个我还是。	0
就觉得iphone8Plus还是不错，就把它买回来了，回来之后那现在就是在我手上。	0
简单嘛，然后让人感觉很舒服，然后。	0
所以说我就觉得，太坑了。	0
奶白色，导致这个金色是一种焦糖样子的颜色，所以说还是非常好看。	1
非常方便，也非常的快捷。	1
你在用起来的时候非常方便，它不像其他手机你按半天它不解锁。	1
所以说它的产品能卖得这么好。	1
非常好用。	1
嗯你看书啊或者是看网页浏览网页的时候，根本就不会伤害损害眼睛，而且那个颜色看起来非常的漂亮。	1
所以我觉得苹果的技术做的还是非常成熟。	1
iPhone上，我觉得这是一个很好的进步。	1
非常好用，而且可以把声音也加进去。	1
所以说它做得非常好了已经。	1
嗯，但是一开始它做出来的时候，系统有一些不稳定。	1
这个摄像头是我觉得我无法忍受iPhone的一个重要的原因。	0
所以我觉得无法忍受。	0
还是非常不错的。	1
比较真实，看起来还是不错。	1
通常情况下不会令你，令你满意。	0
很大的福利。	0
真的就像大片一样，像拍电影一样。	1
拍那种纪录片一样，非常好看。	1
很鸡肋。	0
是目前手机界来说是最牛逼。	1
是三星的那个note8也做得不错，它们两个。	1
很快。	1
那我就试了一下也可以用，而且非常快，大家可以看一下。	1
立刻就开始充电，非常快。	1
和5瓦的差不多，就那么慢。	0
我觉得还不如拿那个充电线充比较快一点。	1
就没有放牢。	1
我无法忍受。	0
真的不错。	1
比起其他手机，它真的来说算是一个机皇了。	1
还有一个问题就是我也不能忍受。	0
平凡，很没有什么特色，但它的性能非常强大，它是苹果iPhone系列里面功能最强大，性能也。	1
很好。	1
都是非常不错的一款手机。	1
苹果iPhone8Plus是一个最好的选择。	1
可以拍的非常好看，但是。	1
这种感觉就是非常非常的棒。	1
因为它真的很简单。	1
当时我讲的时候说它是一个非常好的拍vlog的一个设备，但是其实呢。	1
很多人在追捧。	1
很漂亮。	1
非常的时尚。	1
比较受欢迎，一会儿呢我们也去感受一下。	1
推崇这个原汁原味的。	1
清晰度非常的高。	1
嗯，这几个耳机呢我个人认为是相对比较全面。	1
这几个有潜力的耳机。	1
所有的解析分毫毕现，而AKG是听着最舒服的一款耳机。	1
当然了AKG也有它的问题。	1
很多人反映高端的AKG耳机品控不太好。	0
高频妖娆，那才是真正的女独。	1
但是中间这个频段非常的舒服。	1
低频的质感还是相当优秀的。	1
三频衔接，是它的最大的一个亮点。	1
过目不忘的这个。	1
所以对我来说线是没有价值的。	0
这个即使不旅行，放在家也是很好用的。	1
能看到这个遮瑕力确实是没有那么那么的好，但是整个脸部的话是一个非常有光泽感的一个。	1
非常的推荐，然后我觉得这个不管是油皮或者是干皮，都能够在脸上发挥一个非常好的功效。	1
不会，就是弄脏你之前的一个妆感。	1
显色度也非常的高。	1
非常好看，然后整个毛的话。	1
非常有使用感，非常的好。	1
它的抓粉效果也是非常好，刚才我在刷眼影的时候不知道。	1
会让你这个眼影的显色度得到一个非常完美。	1
非常好用啊。	1
抓粉能力非常好，然后它非常的软。	1
非常的软。	1
非常好。	1
非常适合我。	1
大家好，我是名侦探柯南，凶手就是。	1
怎么会有这种东西？我现在想向她道个歉，因为我这辈子吃过这么难吃的汤。	0
这款糖完全可以用来送给你最讨厌的人。	0
哦对，我是在吃最难吃的糖，但是不知道为什么就变成了唱歌。	0
你喜欢就好了，因为不代表说。	1
并不会因为什么原因，我就公正的说，不好用不推荐，买。	1
这个臭厥鱼真的是很难很难吃的。	0
我非常奇怪。	0
然后说话变得不顺畅，感觉讲两个字矫情一下。	0
它的质地非常非常舒服，份，的。	1
没有任何缺点。	1
我要吐槽的是。	0
昨天的视频，一口就是你的了。	0
你是不是变了？	0
这个真的也超级好，了解他好吗？	1
但是会让他舒服。	1
为什么要死？	1
其实我拿到货的时候，我觉得还挺好用的耶，主要是咸蛋黄那个口感还挺好的。	1
这是别人给我的最高零食，然后最高是那个牙签牛肉老师豆腐。	1
小牛顿去喝那个别人的那个喜酒了，然后那个糖就给这个很久很久。	1
小川贵麻辣土豆片，这个是我室友，她每次回长沙的时候都会买几斤两斤，这个我们宿舍，然后我们宿舍四个人就会买很多很多的王老吉，因为这个还挺大的，不那么上火，我现在自己一个人好。	1
好吃，是好吃，但是有一个缺点。	0
大三下学期的时候我就开始打工，实习兼职，就各种方法充实自己的生活，然后我就渐渐改变了失眠的状态，就是真的，你在那里一直失眠下去了。	0
所以我就不会再像以前那样，焦虑到深夜睡不着觉。	0
嗯，就是今天的分享。	0
我对他很器重。	1
补水的这种，最后特别特别喜欢。	1
我不是特别喜欢黏乎乎的，然后你如果他是用，你会觉得她粘枕头这样子。	0
洗了超顺滑的。	1
这就是超火的，大家都推荐的那个，我也特别喜欢这个。	1
便宜又好用。	1
这个嗯个特别喜欢，因为他这个瓜是铁的，能把你变形了之后，你没有办法给它恢复到一个整齐的形状。	1
肩膀啊，然后腰啊，经常酸痛的姑娘，这个应该是必需品。	1
哦我应该不会花大价钱买这个。	1
都会这样，真的都特别喜欢。	1
我太骄傲。	1
我喜欢的黄色米色，黄色的竖条又有一部分浅色。	1
点分开我干净卫生的喜欢。	1
相对来说比较轻松一点直线的卧室那你看到这个视频我，我。	1
然后他说他这个电脑的非常非常的薄的。	1
特别伤心的你。	0
我喜欢。	1
你可以去控制它的。	0
就会非常的方便。	1
可以去买一个，啊。	0
那其实除了面膜之外的，我之前已经分享过很多经典的视频。	1
警告他。	0
晚上整个脸肿的很。	0
然后截图，特别喜欢，对我来说。	1
如果你喜欢我。	1
无聊。	0
这人啊，有事联系方式。	1
我姥姥老难受了。	0
我很遗憾的告诉你。	0
但由于系统时常遇到加载地图之类的瞬间高富帅的情况。	1
我可能适合某些人的，不适合我。	1
我错怪他了，我跟你说。	0
这个狠狠报复你。	0
为什么说我后悔？	0
掉渣问题，错的非常严重，还有，嗯。	0
哇，这些视频的全部内容你喜欢和我说。	1
美好的一面，但是实际上我们的生活美好啊。	1
所以大家才是最完美的，不可能。	1
强烈建议您登录来看，因为你登陆之后他才会记住你的。	1
非常欢迎下载试用看看啊。	1
非常的厉害。	1
就准备了这么一些去年比较让我失望的产品。	0
好美，但它不仅仅是装饰。	1
让特别接受不了，就是一个很甜到发腻的味道，蛋糕在脸上的感觉一样，挺好的，额。	0
特别喜欢皮卡丘。	1
我不是故意和他唱反调，我是真的不喜欢。	0
我之所以会去买它，是因为太多美妆大手在推了。	1
不会心疼。	0
就是在枕头上睡觉。	0
香蕉船身体防晒两个月了。	0
觉得还蛮好用的。	1
超级的好看，就很酷很有个性。	1
就觉得很有质感，不会影响。	1
感觉非常的舒服。	0
你是个屁。	0
这个就没有救了。	0
晚上厂里的活太热太多，对这产品真的不是很推荐，这个。	0
很伤心的话，这个问题。	0
我只知道让我难受一天。	0
买衣服非常便宜。	1
非常舒适的。	1
我之前在这个购物分享，听了妹妹的这一瓶。	1
然后就是非常的方便啊，我又是油。	1
妆面会有任何的干燥起皮的亲。	0
真的是质量非常好。	1
不然这段时间非常喜欢深一点的红色的唇膏。	1
不太适合自己的产品。	0
第一个吐槽的就是安排你的这一个干湿两用的。	0
并没有想象中那么好，产品，就是很多博主在推荐的这一。	0
他并没有在我的睫毛另外还一直在扯我的真睫毛，不是假肉撕扯睫毛。	0
那你到底是想闹哪样嘛？	1
那我第一个要吐槽的太多。	0
我的现在用了一段时间，我觉得确实挺好用的，就可以把其他地方。	1
如果你想省一点的话，我就推荐这种方法。	1
少女的感觉让我觉得还挺喜欢。	1
完全就已经不喜欢他。	0
不想看到的人直接关掉 	0
读书的问题你说我很早就没有读书了	0
我十五岁就出来打工以前的一无所有到现在的很红	1
用我父母的话都是卖菜的吗	0
也不像搬砖那样我也跟那个差不多也是干的苦力	0
两年以后就没有在干那一种苦的因为	0
因为那时候不小心把腰扭伤了	0
不能再干静一种苦力活高	0
达到了10万播放量	1
除了吃其他都不会	0
对钱的需求也会更大非洲以后可能也会签约一个公司都想也不敢把大号了在这里说我不会前言公司说说这就是我做视频半年来的感受那么这还是非常感谢大家一直对我的支持	1
我会继续创造更加优质的视频给大家感谢	1
那个本期视频超得到的解释微笑的视频可以帮点和关注我们下期再见拜拜	1
大多数的博主和不up朱的她都是富二代	0
或者是特别漂亮了或是特别有技术	0
毕竟我大学是混过来的	1
你要有辨识度	1
站在别人的角度去考虑别人慧喜欢看什么样的内容别人会哦	1
给我留言说天天不火天理难容然后就说从一点点看到	0
我到现在为止的话我真的是你们给我的动力我成长的速度成长的轨迹在	1
哦互联网的这个圈怎么来说你就算很慢很慢的啊那我能坚持我坐下去的理由真的是心态好然后就是	0
爱好支撑着我走下来，要用电梯了	1
荣幸跟大家	1
非常出色的一些	1
所有觉得挺值得大家去	1
还有一点点颓废的感觉	0
这个频道更新的频率也很快	1
发现很不错的	1
手仙子一些流行歌曲	1
就是比较适合	1
比较嗨适合party	1
放在车上	0
唱歌也非常好听	1
把吉他唱歌	1
非常非常安静和舒服的感觉	1
有些是他自己写的	1
非常非常优秀的	1
非常擅长制作	1
平常闲着没事的时候就会	1
我相信这个	1
他分享了这些故事很有意思	1
都可以学到很多	1
特别享受	1
他生也特别的好	1
非常的漂亮的模特	1
姿态训练	1
保持身材的一个方法	1
谢谢你来了	1
这个频道也是我关心	1
个人也能我非常喜欢看他的一个解	1
非常好看的女	1
所以是一个比较适合你	1
动物爱好者	1
看的是ame的视频	1
感谢大家今天的观看	1
我想399就买一个卡片机会不会太贵了然后b站特别多人推荐	1
后来自己慢慢慢慢心态慢慢慢慢改变吗然后包括自己对于做视频这个事情的态度的改变觉得自己确实是喜欢我然后希望自己可以在课余的时间就是	1
那个gf9可能是	0
固定的这样一个拍摄的	0
还是挺好的	1
甜蜜蜜	1
梨子巧克力慕斯	0
不用出门动动手指就可以品尝海外米其林了	1
顶级星厨	1
但是目前只能在上海	0
你可以走起来了收藏点赞投币	1
一个个的检查了	0
我从弹幕里面	0
开始吧	0
质量是非常好的耐火耐热耐省的而且我觉得他们有个环保概念特别好	1
因为现在好像可以参加什么回收什么盒子活动还可以拿到领取而是我觉得这种	1
环保概念其实蛮少的在国内目前来说	0
废话不多说	1
吃牛肉真的很多人看	1
做出来的那种	1
用甜甜咸咸的	1
买房当中这个是看起来最高级的	1
特别喜欢吃这个我知道了	1
我就说你喜欢这个怎么样嗯	1
不知道很尴尬感觉放鸡蛋会好吃	1
我真是的是从小吃这种色拉长大的	1
我的喜欢只有醋然后再放很多糖或者就是这	1
这是真的专业可以看得出来哪个色拉酱不要太一样	1
他就是柠檬喝有道	0
鞋子好看	1
重口味这个感情淡了	0
炒好吃	0
日本和法式甜点超不错哦	1
这个加上这个棉花糖这个脆脆的焦糖的口感超棒	1
上面这个脆脆的焦糖真的是觉得口感变得丰富	1
最好是	1
他这里也非常的新鲜很	0
能够吸引大家的注意力	1
可能有些人真的有天生是领袖魅力一种东西	1
而是我们通过小技巧	1
增强的沟通能力	1
都能够非常受用	1
非常的努力	1
废话不多说我们先看看这段影片	1
不管什么事情有趣经历慧	1
进入重点之前要先确保	1
所有观众注意力在你身上	1
大七嘴八舌聊天的人开心的时候这种理想	1
大家的注意力根本就不在自己身上	0
直接插入话题	1
正确认识到这一点非常重要是因为	1
音阶落差拉大道呼	1
故事的时候	1
介绍某一些没得奖	1
这就很容易让	0
观众感到无聊是不耐烦	0
大屏上客户车听演讲的时候很热重经验吧	0
你的底线完全是在一起笔记然后是华手机之类的	0
讲话过程当中突然中断	0
其实有助于集中听众注意力	1
很容易紧张	0
感受慢非常非常多	0
邓肯时尚的给我两分钟伟	1
兔子不能自己不能停不要你不能让停下来之后就再也找不下去	0
一秒钟有多高	0
或者你觉得自己很好笑	1
停顿了就可以给的时间去理解	1
避免泰国无聊	0
观众也就给你自己一点缓冲的空间	1
小诀窍让你能够对	1
有所帮助来	1
哪个是叫	1
你能够更容易的	1
想要学习如何吸引女人让ta倒追你	1
恋爱追女生相亲挽回方面的情	1
情感问题需要帮助	1
我喜欢我的视频	1
你是我在	1
b站上的收益是	1
这个月是收一下	0
播放两两年收获到的钱虽然不多但是这也是B站也可以创作者被一个肯定和支持	1
我可能真的不会	0
精确希望大家可以体谅一下	1
胶牛柳	1
可能排名不是很高但这个时候如果你发现有你保底的学校	1
我们在十月份的时候尽早去申请	1
为什么那个因为她申请开始的早给你的结果的枣	1
然后如果你们在EA的时候都是申请保底学校这样的话之后就会早一点知道结果	0
收到一份录取通知书虽然不是你心里想去的但是	1
李欣有点的感觉华有学校的感觉真的是特别特别的	1
自己可能太低了	0
四个月十号	0
往回头来看	0
我现在可能偷偷懒我不是申请但之后	1
这首你一定不要了就是你了去做你想做的事情	1
第三个建议是不要拖延真的要尽早的开始写文书的文书真的是我之前	1
整个申请最头疼了一段时间	0
如果大概要申请个EA或者EB的化十月份	0
就去抢这个本书的然后	0
现在距离这个	0
将时间后一个月	0
大家别看说话三十天写一个650字的eaasy好简单呀	0
真的不是这样的我好像是暑假还是刚开学的时候开学的时候	0
九十月份吧然后我从第一个一个搞我一共写了十四个稿	0
然后我现在回头再去看第一个搞的时候发现	0
变化了很大的	0
第四个建议是写文书的时候真的不要用套路	1
可以准确的表示呢	1
套路木其实我的对于我们中国学生来讲就不只是中国学生对于英语	1
不是母语的学生来讲	1
其实我们一个很大的劣势就是	0
英语母语的学生好	0
一本文笔好要不然题材好吃	1
烈士我们要怎么去	0
发挥我们的特长就是我们要从这个	1
题材拉入手	1
有特点的题材	1
然后有意思的一个题材来讲的话他就	1
在几点上这个	1
截然不同的差别	0
因此我不建议大家选一些特别大众化的题材	0
嗯嗯不要九个月的话可能就是像什么	0
写一篇关于	0
快乐的文章	1
切入点特别有意思那就	1
也可以但是我还是尽量建议大家去选一些	1
你觉得可能别人没有选的题材	1
然后我的第五个字给刚那个建议是有联系的我的建议是	1
这是你自己的文书你一定要相信自己相信的东西啊不要写什么	0
别人觉得你应该写的东西	0
因为实在太多了反而有点难	0
食堂活动表现了你在学校里很积极啊然后呢	1
当社长啊有领导力	1
我们读过的文章我就想说这到底是不是我想写然后就发现	0
不是我想写的然后真正想写的人是关于	0
遵循了说我的直觉我觉得我要写这个然后我就写了	0
满意的	1
给我给慧但是我回去看我这个文章	1
这是我想写的东西和我一点都不后悔所以我觉得它对于大部分的同学来说	1
你要想清楚自己到底要写什么如果你知道你要写什么你写出来的时候就会感觉更顺畅一些	1
不是说别人逼你写一个	1
感谢的话我可能的是不是最后会会说	1
放上一小段我们书里写的	1
第六件事虽然我跟你说就是你在他题材上	1
雪你自己想写东西但是你写完这个文书之后我觉得让你的朋友	0
引文你有时候看不到你的身上的东西	0
你的朋友或是你的老师能看到的东西	0
有些错误反而可能会去忽视掉他	0
关于心态那个调整的	1
你不一定都能得到回报	1
对不起好像是个黑鸡汤但是却是这样的	0
想明白这个世界是	0
世界是不公平的因为	0
如果你一直觉得什么事都要公平你都会是去对比你就会觉得他为什么这样我就不能这样	0
不能去这么想一些事情就是	0
有些事儿每个人和每个人就是不一样	0
讲究一个平衡因为	1
不平衡的基础上	0
让自己找到一个平衡而不是从你和别人的身上	0
去找一个平衡	1
有什么本来该录取的上没有录取你可能就是	0
录取你了那可能就是你运气好这样的话	1
不公平啊但是你反过来来想每个人都有运气好和不好的时候	1
所有的学校不是所有的学校发布成绩那一天然后如果的心态不好到时候你可能就要崩溃因为那天早上我想的时候	0
我被四五个学校直接给拒绝掉了	0
